Timestamp (UNIX epoch),188.166.104.240 Score,85.4.171.41 Score,95.217.78.80 Score,166.78.241.20 Score,95.89.177.16 Score,73.117.132.138 Score,70.104.171.51 Score,167.172.226.175 Score,193.138.218.72 Score,210.6.147.250 Score,174.92.155.139 Score,54.93.93.238 Score,139.177.184.116 Score,134.195.185.52 Score,159.100.249.179 Score,98.171.94.226 Score,52.58.158.158 Score,198.199.82.190 Score,85.10.204.56 Score,104.244.73.6 Score,104.248.162.68 Score,113.97.29.253 Score,119.42.55.203 Score,13.53.236.175 Score,136.32.173.8 Score,143.110.178.161 Score,157.22.72.175 Score,158.181.132.84 Score,161.53.201.185 Score,167.99.45.32 Score,170.64.174.230 Score,184.56.122.69 Score,185.180.220.12 Score,185.254.198.243 Score,185.8.104.179 Score,192.3.11.20 Score,194.49.60.74 Score,2.207.57.223 Score,209.59.150.4 Score,24.134.90.33 Score,24.222.213.232 Score,34.210.115.53 Score,34.84.123.1 Score,35.182.228.235 Score,35.240.252.177 Score,37.72.199.122 Score,38.145.151.150 Score,46.105.117.212 Score,49.231.180.83 Score,50.110.222.106 Score,51.38.57.118 Score,54.187.117.98 Score,54.74.168.85 Score,66.183.0.205 Score,78.159.106.209 Score,8.210.18.56 Score,84.32.128.209 Score,86.125.174.6 Score,89.216.91.120 Score,91.121.154.73 Score,93.186.201.173 Score,
1684775447.549346,0,372.2051431418904,0,795.8339267860904,0.0,318.93855107360645,0,109.97257208280178,131.12389779983332,0,0,0,296.5877914195371,218.76345867044847,62.44620049661876,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
1684775507.549246,0,380.35381923645457,0,878.0394683711171,0.0,332.4758879458126,0,149.77646791988653,129.812658821835,0,0,0,293.62191350534175,225.6067894753651,61.82173849165257,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
1684775567.549408,0,720.9076152345967,0,990.6909283965027,0.0,372.3749049154919,0,171.13394807086016,128.51453223361665,0,0,0,291.12472790720034,235.83336381783423,61.20352110673604,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
1684775627.540335,0,732.5640164207271,0,1026.4950445063016,0.0,432.61499386055107,0,191.79815771690608,127.22938691128049,0,0,0,295.57011836519035,243.98617343477213,60.59148589566868,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
1684775687.549305,0,775.6944461161577,0,1033.968495432716,0.0,502.3253809411248,0,198.53393163100455,125.95709304216768,0,0,0,299.34312177813115,248.38671671488922,59.985571036711995,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
1684775747.549413,0,795.0174330811185,0,1042.9129099105114,0.0,504.3170205207632,0,218.7630999756824,126.17694994845446,0,0,0,296.3496905603498,254.13701862520736,59.38571532634487,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
1684775807.549272,0,811.8200713507574,0,1064.6853237236533,0.0,525.8310130713683,0,239.13107810482302,124.91518044896992,0,0,0,293.3861936547463,259.1813122126615,58.79185817308142,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
1684775867.549575,0,814.4761125744619,0,1083.7897830332934,0.0,534.8259977011818,0,244.87911158606988,123.66602864448022,0,0,0,290.4523317181988,270.5746592748272,58.20393959135061,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
1684775927.549373,0,818.6873463056766,0,1370.7786825885814,0.0,548.2434615000191,0,257.20188374032597,122.42936835803542,0,0,0,287.5478084010168,301.6858525727893,57.62190019543711,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
1684775987.549384,0,831.8642358341551,0,1387.1395767870179,0.0,553.2747416605465,0,261.9287505774111,121.20507467445506,0,0,0,284.67233031700664,303.98973764504706,57.045681193482736,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
1684776047.549395,0,831.6081671391587,0,1401.3528268993578,0.0,553.1904031156864,0,289.6134917869482,120.10022418486255,0,0,0,281.8256070138366,350.353676119877,56.47522438154791,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
1684776107.548886,0,825.2841030398233,0,1435.572931974412,0.0,561.4549739586322,0,293.6290144282773,118.89922194301393,0,0,0,279.0073509436982,361.97207228485416,56.320040336596676,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
1684776167.549457,0,826.2941463981532,0,1741.095859035253,0.0,619.5263237154564,0,338.8097820360571,117.7102297235838,0,0,0,276.21727743426123,359.37072721827906,55.75683993323071,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
1684776227.5492,0,836.9266833441148,0,1736.5178051914986,0.0,623.6513219162103,0,346.6986583933457,116.53312742634796,0,0,0,273.4551046599186,366.8530405182596,55.1992715338984,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
1684776287.550311,0,890.5828102747366,0,1732.4004038458945,0.0,626.9672569987732,0,350.851997535331,115.36779615208448,0,0,0,270.72055361331945,377.47337757262915,54.647278818559414,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
1684776347.549564,0,891.3882218591209,0,1728.1945290263363,0.0,636.7891412701013,0,367.6860790814606,114.21411819056364,0,0,0,268.01334807718627,386.8048797339006,54.10080603037382,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
1684776407.549523,0,889.2766540089,0,1749.3439027117506,0.0,818.2801912481641,0,452.1331870038143,113.071977008658,0,0,0,265.3332145964144,399.5932115215825,53.55979797007008,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
1684776467.549308,0,907.8799766148519,0,1767.778836126506,0.0,816.9517234190425,0,461.96147476304867,112.19176618531951,0,0,0,262.67988245045024,409.85952091499195,53.024199990369375,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
1684776527.540407,0,931.2334601445353,0,1789.2012299146033,0.0,833.0769667120138,0,462.59777986969874,111.33771523299164,0,0,0,260.0530836259457,430.9385213342573,52.49395799046568,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
1684776587.549573,0,933.8911244716231,0,1800.8942385090606,0.0,826.9137208850308,0,465.5733235539119,110.22433808066172,0,0,0,257.45255278968625,460.10717105073365,51.96901841056103,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
1684776647.549571,0,971.9451201164387,0,1829.4633524831256,0.0,824.1698167202177,0,490.26512058731095,109.12209469985511,0,0,0,254.87802726178938,471.7324467097753,51.449328226455414,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
1684776707.550502,0,984.3695133382895,0,1824.7505790247253,0.0,831.3003461325719,0,511.0494939180284,108.03087375285656,0,0,0,252.32924698917148,479.9561379932401,50.93483494419086,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
1684776767.549695,0,1026.715789275302,0,1884.772922157654,0.0,830.1207938659318,0,518.5571281977489,106.950565015328,0,0,0,249.80595451927977,475.15657661330766,50.42548659474895,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
1684776827.549228,0,1037.7620354326937,0,1891.787080860646,0.0,856.5733628478768,0,522.2057474225752,105.88105936517472,0,0,0,247.30789497408696,470.86215217365054,49.921231728801466,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
1684776887.549348,0,1042.4717396256722,0,1931.6478450032878,0.0,872.6626168975292,0,534.5319059560641,104.82224877152298,0,0,0,244.83481602434608,474.5404909004943,49.42201941151345,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
1684776947.545638,0,1045.152240272917,0,1943.8844577350828,0.0,900.9958857248039,0,549.9391852035858,103.77402628380774,0,0,0,242.38646786410263,472.18252840014685,48.92779921739832,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
1684777007.550546,0,1059.298757085874,0,1934.232337683608,0.0,909.0167851124932,0,559.7348753187631,102.73628602096966,0,0,0,239.9626031854616,494.45695298221204,48.438521225224335,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
1684777067.549534,0,1062.852078311758,0,1918.7183117459663,0.0,925.4693687882084,0,563.0008073970338,101.70892316075997,0,0,0,237.562977153607,497.9177193572437,47.95413601297209,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
1684777127.549602,0,1062.6661269061183,0,1917.1356502185633,0.0,953.7590338274237,0,563.1894535607148,100.69183392915237,0,0,0,235.18734738207093,501.9909904653963,47.47459465284237,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
1684777187.549382,0,1068.2585270321067,0,1917.2896446217671,0.0,956.4011820512409,0,561.2616198844241,99.68491558986084,0,0,0,232.8354739082502,504.40041732276956,46.99984870631395,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
1684777247.549385,0,1299.8412905242412,0,1913.7121622974823,0.0,986.3917078927878,0,564.094251730153,98.68806643396222,0,0,0,230.5071191691677,504.681389041538,46.52985021925081,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
1684777307.549483,0,1298.1889614077054,0,1908.5937913441744,0.0,997.6572240079026,0,586.60540393052,97.7011857696226,0,0,0,228.20204797747604,514.2479899159357,46.0645517170583,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
1684777367.54958,0,1345.8977928908103,0,1932.7178609310006,0.0,1021.0076098734703,0,590.3590863103725,96.72417391192637,0,0,0,225.92002749770128,516.0542403285732,45.60390619988772,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
1684777427.547609,0,1360.3934919146504,0,1936.843002047395,0.0,1037.137028042388,0,588.9167083477295,95.75693217280711,0,0,0,223.66082722272427,516.9110556880647,45.14786713788884,0,0.0,1.2923497267759563,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
1684777487.549493,0,1377.1863747389948,0,1937.1386671731761,0.0,1039.1571717446063,0,585.4858076309081,94.79936285107904,0,0,0,221.42421895049702,514.2363735036259,44.69638846650995,0,0.0,1.2923497267759563,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
1684777547.54898,0,1379.4455835299098,0,1965.0134500074982,0.0,1071.5463779120846,0,593.7277030100795,93.85136922256825,0,0,0,219.20997676099205,509.0940097685897,44.24942458184485,0,0.0,1.2923497267759563,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
1684777607.549375,0,1384.121126623144,0,1966.8438683843117,0.0,1145.830217679519,0,602.5795077328985,92.91285553034257,0,0,0,217.01787699338212,504.4485855821863,43.8069303360264,0,0.0,1.2923497267759563,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
1684777667.549208,0,1404.7252169748274,0,1996.1117309969434,0.0,1152.6075310604224,0,676.0618022301971,91.98372697503915,0,0,0,214.8476982234483,499.40409972636445,43.36886103266613,0,0.0,1.2923497267759563,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
1684777727.552455,0,1401.7889687695063,0.0,2047.091897304246,0.0,1170.7318896938875,0,712.4729403420429,91.06388970528876,0,0,0,214.8476982234483,495.08722577078083,42.93517242233947,0,0.0,1.2923497267759563,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
1684777787.549458,0,1401.1220916179732,33.78554591235401,2035.83966471286,0.0,1177.020338502938,0,709.5313246212539,90.15325080823587,0,0,0,214.8476982234483,495.5464574453563,45.05564390608779,0,0.0,1.2923497267759563,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
1684777847.549387,0,1402.5720300289122,69.08896335583412,2045.9655710765533,0.0,1182.406890716323,0,734.44919041715,89.25171830015351,0,0,0,214.8476982234483,491.96032748999625,44.60508746702691,0,0.0,1.2923497267759563,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
1684777907.549432,0,1437.7825681664244,86.92812836708453,2045.7698712213542,0.0,1216.6004474386464,0,741.3862264246897,88.35920111715198,0,0,0,214.8476982234483,487.0407242150963,44.15903659235664,0,1.0,1.2923497267759563,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
1684777967.549325,0,1434.2810952116433,145.15479693876566,2051.593539700826,0.0,1215.5361251671957,0,744.1908898220736,87.47560910598047,0,0,0,214.8476982234483,482.17031697294533,43.717446226433076,0,0.99,1.2923497267759563,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
1684778027.549528,0,1448.4564991957745,172.25242929724683,2058.923527372499,0.0,1214.0586809839904,0,769.8865572658651,86.60085301492066,0,0,0,214.8476982234483,477.34861380321587,43.280271764168745,0,0.9801,1.2923497267759563,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
1684778087.549358,0,1440.3778058420896,178.62049752543584,2143.3224523902127,0.0,1216.3648422722968,0,780.825107315193,85.73484448477146,0,0,0,214.8476982234483,473.5660737704017,42.84746904652706,0,0.9702989999999999,1.2923497267759563,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
1684778147.549545,0,1449.26680609718,247.16998311055863,2138.031893675804,0.0,1234.0587959067902,0,779.4690688210617,84.87749603992374,0,0,0,214.8476982234483,469.38007552064374,42.41899435606179,0,0.96059601,1.2923497267759563,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
1684778207.549302,0,1443.7851741446407,284.2114087482198,2282.949924680115,0.0,1249.5481125871736,0,782.1498415422585,84.0287210795245,0,0,0,214.8476982234483,467.4271940839844,41.99480441250117,0,0.9509900498999999,1.2923497267759563,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
1684778267.546491,0,1470.8293217603143,332.7168785030177,2332.527850698502,0.0,1263.1319200073215,0,788.7948062148033,83.18843386872926,0,0,0,214.8476982234483,462.75292214314453,41.57485636837615,0,0.9414801494009999,1.2923497267759563,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
1684778327.54925,0,1498.9837736407503,372.7615087108087,2362.0722818240038,0.0,1292.9079189257525,0,788.4237337553554,82.35654953004197,0,0,0,214.8476982234483,458.12539292171306,41.15910780469239,0,0.9320653479069899,1.2923497267759563,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
1684778387.549248,0,1536.0783139178434,429.996445857709,2416.467041701574,0.0,1296.9247842345128,0,798.3022200865043,81.53298403474156,0,0,0,214.8476982234483,453.5441389924959,40.747516726645465,0,1.9227446944279198,1.2923497267759563,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
1684778447.548938,0,1652.7420673692575,486.63637210951435,2417.73379740692,0.0,1301.0248602965928,0,826.1794786099508,80.71765419439414,0,0,0,214.8476982234483,449.0086976025709,40.34004155937901,0,2.9035172474836406,1.2923497267759563,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
1684778507.540547,0,1670.1450549244303,633.6303962594146,2461.708714870545,0.0,1325.1285086185171,0,953.0528493654779,79.9104776524502,0,0,0,214.8476982234483,444.5186106265452,39.93664114378522,0,2.874482075008804,1.2923497267759563,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
1684778567.549564,0,1873.177827025995,909.8130572598549,2631.5144285361544,0.0,1345.6189464510076,0,1081.324956680245,79.1113728759257,0,0,0,214.8476982234483,440.07342452027973,39.53727473234736,0,3.845737254258716,1.2923497267759563,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
