Timestamp (UNIX epoch),162.218.218.163 Score,73.223.253.232 Score,34.101.77.203 Score,64.187.175.226 Score,144.137.29.181 Score,72.206.123.63 Score,198.199.82.190 Score,157.90.130.44 Score,120.79.71.72 Score,139.59.145.220 Score,15.228.89.32 Score,150.136.83.181 Score,159.223.217.27 Score,195.228.75.150 Score,38.242.242.88 Score,65.21.125.44 Score,85.215.9.88 Score,93.115.27.167 Score,95.111.229.184 Score,
1684690116.751403,0,20.60901472685015,0.12900054515226067,0.0,25.10096554842738,49.05908086299219,40.312576533648766,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,
1684690117.738991,0,20.588405712123297,0.1288715446071084,0.0,25.07586458287895,49.0100217821292,40.272263957115115,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,
1684690118.75126,0,20.567817306411175,0.12874267306250128,0.0,25.050788718296072,48.96101176034707,42.151899547009926,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,
1684690119.742756,0,20.547249489104765,0.12861393038943877,0.0,25.025737929577776,48.91205074858672,42.10974764746292,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,
1684690120.724841,0,20.52670223961566,0.12848531645904934,0.0,25.000712191648198,48.86313869783814,42.06763789981545,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,
1684690121.746098,0,20.506175537376045,0.1283568311425903,0.0,24.97571147945655,48.8142755591403,42.02557026191564,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,
1684690122.74534,0,20.485669361838667,0.1282284743114477,0.0,24.950735767977093,48.76546128358116,50.19205213834825,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,
1684690123.75107,0,20.465183692476828,0.12810024583713625,0.0,24.925785032209117,48.71669582229758,50.1418600862099,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,
1684690124.751415,0,20.44471850878435,0.1279721455912991,0.0,24.900859247176907,48.66797912647528,53.56327078157211,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,
1684690125.731348,0,20.424273790275567,0.1278441734457078,0.0,24.87595838792973,48.6193111473488,87.03622631503353,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,
1684690126.740124,0,20.40384951648529,0.1277163292722621,0.0,24.8510824295418,48.570691836201455,86.9491900887185,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,
1684690127.743557,0,20.383445666968807,0.12758861294298982,0.0,24.82623134711226,48.52212114436525,86.86224089862978,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,
1684690128.749437,0,20.36306222130184,0.12746102433004683,0.0,24.801405115765146,48.473599023220885,86.77537865773115,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,
1684690129.739182,0,20.342699159080535,0.1273335633057168,0.0,24.77660371064938,48.42512542419767,86.68860327907342,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,
1684690130.742363,0,20.322356459921455,0.12720622974241108,0.0,24.75182710693873,52.82344839691984,86.60191467579435,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,
1684690131.737581,0,20.302034103461533,0.12707902351266867,0.0,24.72707527983179,52.770624948522915,86.51531276111855,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,
1684690132.758799,0,20.28173206935807,0.126951944489156,0.0,24.70234820455196,68.59801075773275,86.42879744835743,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,
1684690133.761305,0,20.261450337288714,0.12682499254466684,0.0,24.677645856347407,68.52941274697501,86.34236865090907,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,
1684690134.737704,0,20.241188886951427,0.12669816755212218,0.0,24.65296821049106,70.08694140773066,86.25602628225816,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,
1684690135.76668,0,20.220947698064474,0.12657146938457006,0.0,24.628315242280568,70.3463305190391,86.1697702559759,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,
1684690136.744724,0,20.20072675036641,0.12644489791518548,0.0,24.603686927038286,70.72010719291308,86.08360048571993,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,
1684690137.754115,0,20.180526023616043,2.3509514756252203,0.0,24.57908324011125,70.64938708572016,85.9975168852342,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,
1684690138.745352,0,23.922158419482493,2.348600524149595,0.0,24.554504156871136,70.57873769863444,85.91151936834898,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,
1684690139.743916,0,23.898236261063012,2.3462519236254455,0.0,24.899605711859234,70.5081589609358,85.82560784898062,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,
1684690140.769513,0,23.87433802480195,2.3439056717018203,0.0,24.874706106147375,70.43765080197487,85.73978224113165,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,
1684690141.736596,0,23.85046368677715,2.3415617660301185,0.0,24.84983140004123,70.36721315117289,85.65404245889052,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,
1684690142.746918,0,23.826613223090373,2.3392202042640884,0.0,24.82498156864119,70.29684593802172,85.56838841643163,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,
1684690143.740204,0,23.802786609867283,2.336880984059824,0.0,26.402803110162658,70.2265490920837,85.4828200280152,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,
1684690144.748541,0,23.778983823257416,2.334544103075764,0.0,26.376400307052496,70.45285099043618,85.39733720798718,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,
1684690145.743869,0,24.036143444384336,2.3322095589726883,0.0,26.35002390674544,70.38239813944574,85.31193987077918,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,
1684690146.737935,0,24.012107300939952,2.3298773494137155,0.0,26.323673882838698,70.3120157413063,85.2266279309084,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,
1684690147.739676,0,23.988095193639012,2.327547472064302,0.0,26.29735020895586,70.40006652423637,85.1414013029775,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,
1684690148.751698,0,23.96410709844537,2.3252199245922376,0.0,26.271052858746902,70.32966645771212,85.05625990167452,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,
1684690149.722939,0,23.940142991346924,2.3228947046676454,0.0,26.244781805888156,76.41973537691818,84.97120364177285,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,
1684690150.809277,0,23.916202848355578,2.3205718099629777,0.0,26.218537024082266,76.34331564154127,84.88623243813107,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,
1684690151.745525,0,29.283639908123746,2.3182512381530147,0.0,26.192318487058184,76.26697232589973,84.80134620569294,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,
1684690152.74508,0,29.254356268215624,2.3159329869148615,0.0,26.166126168571125,76.19070535357383,84.71654485948724,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,
1684690153.7474,0,30.489111340855583,2.313617053927947,0.0,28.67478271464085,76.11451464822026,84.63182831462775,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,
1684690154.752321,0,32.85340418601317,2.311303436874019,0.0,28.646107931926206,76.03840013357204,84.54719648631313,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,
1684690155.751659,0,32.82055078182716,2.308992133437145,0.0,28.61746182399428,75.96236173343847,84.46264928982681,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,
1684690156.74717,0,32.78773023104533,2.306683141303708,0.0,28.588844362170285,75.88639937170502,84.37818664053698,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,
1684690157.74813,0,33.66247491268614,2.304376458162404,0.0,28.560255517808116,75.81051297233331,84.29380845389645,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,
1684690158.743698,0,33.628812437773455,2.3020720817042415,0.0,28.53169526229031,75.73470245936097,92.3727526182273,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,
1684690159.737906,0,33.59518362533568,2.299770009622537,0.0,28.503163567028018,75.65896775690162,92.28037986560906,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,
1684690160.765685,0,33.56158844171034,2.2974702396129145,0.0,28.47466040346099,75.58330878914471,92.18809948574345,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690161.741334,0,33.78051801366721,2.2951727693733015,0.0,28.44618574305753,79.21441143342531,92.09591138625771,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690162.743923,0,33.74673749565355,2.2928775966039283,0.0,28.417739557314473,79.13519702199189,92.00381547487146,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690163.741015,0,36.0195909938806,2.2905847190073243,0.0,28.389321817757157,79.05606182496989,91.91181165939659,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690164.750955,0,35.98357140288672,2.288294134288317,0.0,28.360932495939398,78.97700576314492,91.81989984773719,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690165.741086,0,35.94758783148383,4.330364567251426,0.0,28.33257156344346,78.89802875738177,91.72807994788946,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690166.746729,0,35.91164024365234,4.326034202684174,0.0,33.43720802648839,78.81913072862439,91.63635186794157,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690167.750826,0,35.87572860340869,4.32170816848149,0.0,33.4037708184619,78.74031159789577,91.54471551607362,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690168.738213,0,35.83985287480528,4.317386460313009,0.0,35.50333608225182,78.66157128629787,91.45317080055754,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690169.735916,0,35.80401302193047,4.313069073852696,0.0,35.46783274616957,78.58290971501157,91.36171762975698,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690170.738945,0,35.76820900890854,4.308756004778843,0.0,35.4323649134234,78.50432680529656,91.27035591212723,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690171.735793,0,35.732440799899635,4.352663256488626,0.0,38.97273882730565,78.42582247849126,91.1790855562151,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690172.748057,0,35.69670835909974,4.348310593232137,0.0,38.93376608847834,78.34739665601276,91.08790647065888,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690173.746393,0,35.66101165074064,4.343962282638905,0.0,38.89483232238987,78.26904925935675,90.99681856418822,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690174.736119,0,35.6253506390899,4.339618320356266,0.0,38.855937490067475,78.53729258553936,90.90582174562402,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690175.74808,0,35.589725288450815,13.524928332379849,0.0,38.817081552577406,78.45875529295382,90.8149159238784,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690176.74934,0,35.760392929496874,13.511403404047469,0.0,38.778264471024826,78.38029653766087,90.72410100795453,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690177.740903,0,35.72463253656738,13.497892000643422,0.0,39.4255464229901,78.30191624112321,90.63337690694658,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690178.742608,0,36.03049153201752,13.484394108642778,0.0,39.38612087656711,78.22361432488209,90.54274353003963,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690179.736992,0,38.90011838539068,13.470909714534136,0.0,39.34673475569055,78.14539071055721,90.4522007865096,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690180.736319,0,41.34487839772424,13.457438804819601,0.0,39.30738802093486,78.06724531984665,90.36174858572308,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690181.746509,0,41.303533519326514,13.443981366014782,0.0,39.26808063291392,77.9891780745268,90.27138683713736,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690182.742601,0,41.26222998580719,13.430537384648767,0.0,39.228812552281006,77.91118889645227,90.18111545030023,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690183.734583,0,41.220967755821384,13.417106847264119,0.0,39.189583739728725,79.81345557105095,90.09093433484992,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690184.744522,0,41.179746788065565,14.66769916932503,0.0,39.150394155989,79.7336421154799,90.00084340051507,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690185.7441,0,41.1385670412775,14.653031470155705,0.0,39.11124376183301,79.65390847336441,89.91084255711455,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690187.28283,0,41.09742847423622,14.63837843868555,0.0,39.07213251807118,79.57425456489105,89.82093171455743,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690187.743979,0,41.05633104576198,14.623740060246863,0.0,39.03306038555311,79.49468031032616,89.73111078284288,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690188.743366,0,41.01527471471622,14.609116320186617,0.0,40.55295800126313,79.41518563001583,89.64137967206003,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690189.73957,0,40.974259440001504,14.59450720386643,0.0,40.512405043261865,80.13519185229325,89.73174472118899,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690190.739684,0,40.933285180561505,14.579912696662563,0.0,41.303940211346216,80.05505666044095,89.6420129764678,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690191.740094,0,40.89235189538094,14.5653327839659,0.0,41.262636271134866,79.97500160378051,89.55237096349133,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690192.732374,0,40.85145954348556,14.550767451181933,0.0,41.22137363486373,79.89502660217673,89.46281859252784,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690193.735446,0,40.81060808394208,14.536216683730752,0.0,41.18015226122887,79.81513157557455,89.99802094054841,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690194.758308,0,40.769797475858134,14.521680467047021,0.0,41.13897210896764,79.73531644399898,89.90802291960786,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690195.750357,0,40.72902767838227,14.507158786579975,0.0,41.097833136858675,79.65558112755498,95.3883495479258,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690196.741025,0,40.68829865070389,14.492651627793395,0.0,41.056735303721815,79.57592554642743,95.29296119837787,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690197.740997,0,40.647610352053185,14.4781589761656,0.0,41.015678568418096,79.496349620881,95.19766823717949,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690198.746842,0,40.60696274170113,14.463680817189434,0.0,40.974662889849675,87.28602717032794,95.10247056894231,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690199.746758,0,40.566355778959434,14.449217136372244,0.0,40.93368822695982,87.19874114315762,95.00736809837336,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690200.742918,0,40.52578942318048,14.434767919235872,0.0,40.892754538732866,87.11154240201446,94.91236073027498,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690201.74354,0,40.4852636337573,14.420333151316637,0.0,40.851861784194135,87.02443085961245,94.8174483695447,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690202.743168,0,40.444778370123544,14.40591281816532,0.0,40.811009922409944,86.93740642875284,94.72263092117517,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690203.770978,0,40.40433359175342,14.391506905347153,0.0,40.77019891248754,86.85046902232408,98.29982514442736,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690204.748677,0,40.36392925816167,14.74661073756106,0.0,40.72942871357505,86.76361855330175,98.20152531928294,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690205.742096,0,40.323565328903506,14.731864126823499,0.0,40.68869928486147,87.48350874381306,98.10332379396365,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690206.739652,0,40.2832417635746,14.717132262696676,0.0,40.64801058557661,87.39602523506925,98.00522047016969,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690207.74482,0,40.35492680639262,14.70241513043398,0.0,40.60736257499103,87.30862920983418,97.90721524969952,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690208.735978,0,40.314571879586225,14.687712715303546,0.0,40.56675521241604,87.22132058062435,97.80930803444981,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690209.740249,0,40.27425730770664,14.673025002588242,0.0,40.526188457203624,87.13409926004373,97.71149872641536,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690210.768025,0,40.23398305039893,14.658351977585653,0.0,40.48566226874642,87.04696516078369,97.61378722768895,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690211.74284,0,40.193749067348534,18.80334218448517,0.0,40.44517660647767,86.9599181956229,97.51617344046126,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690212.755094,0,40.153555318281185,18.784538842300687,0.0,43.41057092413885,86.87295827742729,102.8838881681244,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690213.790115,0,40.1134017629629,18.765754303458387,0.0,43.367160353214715,86.78608531914986,102.78100427995628,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690214.749135,0,40.073288361199936,18.746988549154928,0.0,43.3237931928615,86.69929923383071,102.67822327567632,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690215.738904,0,40.033215072838736,18.728241560605774,0.0,43.28046939966864,86.61259993459689,102.78989199336282,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690216.747457,0,39.9931818577659,18.70951331904517,0.0,43.23718893026897,86.52598733466229,102.68710210136945,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690217.747675,0,39.95318867590813,18.690803805726123,0.0,43.1939517413387,93.52105354704904,106.61355889726444,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690218.741929,0,39.91323548723222,27.342797669229945,0.0,43.150757789597364,93.42753249350199,106.50694533836717,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690219.757961,0,39.87332225174499,27.705093787236272,0.0,43.10760703180777,93.33410496100848,106.40043839302881,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690220.742033,0,39.833448929493244,27.677388693449036,0.0,43.06449942477596,93.24077085604748,106.29403795463578,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690221.757863,0,40.018623516565036,28.17205138833,0.0,43.02143492535119,93.14753008519143,106.18774391668114,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690222.762797,0,39.97860489304847,28.14387933694167,0.0,42.97841349042584,93.05438255510624,106.08155617276446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
1684690223.739421,0,39.93862628815542,28.11573545760473,0.0,42.93543507693541,95.55652800111643,106.2408233790475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,
1684690224.744818,0,39.898687661867264,28.087619722147124,0.0,42.89249964185848,95.46097147311532,106.13458255566844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,
1684690225.765612,0,40.461114057244075,28.059532102424978,0.0,42.84960714221662,95.3655105016422,106.02844797311278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1684690226.743733,0,43.133553403917574,28.031472570322553,0.0,42.806757535074404,95.27014499114057,105.92241952513966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1684690227.746202,0,43.81108844582063,28.00344109775223,0.0,42.76395077753933,95.17487484614942,105.81649710561452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
